"gameId","playId","playDescription","quarter","down","yardsToGo","possessionTeam","defensiveTeam","yardlineSide","yardlineNumber","gameClock","preSnapHomeScore","preSnapVisitorScore","passResult","penaltyYards","prePenaltyPlayResult","playResult","foulName1","foulNFLId1","foulName2","foulNFLId2","foulName3","foulNFLId3","absoluteYardlineNumber","offenseFormation","personnelO","defendersInBox","personnelD","dropBackType","pff_playAction","pff_passCoverage","pff_passCoverageType"
2021090900,788,"(1:43) (Shotgun) D.Prescott pass short left to C.Lamb for 22 yards, TOUCHDOWN [R.Nunez-Roches]. TB-S.Murphy-Bunting was injured during the play. His return is Questionable. ",1,2,3,"DAL","TB","TB",22,"01:43",7,0,"C",NA,22,22,NA,NA,NA,NA,NA,NA,32,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"4 DL, 3 LB, 4 DB","TRADITIONAL",0,"Cover-1","Man"
2021090900,869,"(:59) T.Brady pass deep middle to A.Brown to DAL 45 for 27 yards (J.Kearse). Penalty on DAL-T.Diggs, Illegal Use of Hands, declined.",1,2,7,"TB","DAL","TB",28,"00:59",7,7,"C",0,27,27,"Illegal Use of Hands","52459",NA,NA,NA,NA,38,"SINGLEBACK","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Cover-2","Zone"
2021090900,925,"(:11) T.Brady pass incomplete short middle to L.Fournette (M.Parsons).",1,2,5,"TB","DAL","DAL",40,"00:11",7,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,70,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man"
2021090900,947,"(:05) (Shotgun) T.Brady pass incomplete short middle to A.Brown (D.Kazee).",1,3,5,"TB","DAL","DAL",40,"00:05",7,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,70,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone"
2021090900,1078,"(14:21) (No Huddle, Shotgun) D.Prescott pass short middle to T.Pollard to DAL 12 for 5 yards (D.White).",2,2,8,"DAL","TB","DAL",7,"14:21",7,7,"C",NA,5,5,NA,NA,NA,NA,NA,NA,17,"SHOTGUN","1 RB, 0 TE, 4 WR",5,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone"
2021090900,1203,"(12:07) (Shotgun) T.Brady pass short middle to R.Gronkowski to DAL 43 for 5 yards (D.Lawrence).",2,2,8,"TB","DAL","DAL",48,"12:07",7,7,"C",NA,5,5,NA,NA,NA,NA,NA,NA,58,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone"
2021090900,1227,"(11:29) (Shotgun) T.Brady pass short right to C.Godwin pushed ob at DAL 24 for 19 yards (J.Kearse). Penalty on TB-R.Jensen, Taunting, offsetting. Penalty on DAL-C.Watkins, Unnecessary Roughness, offsetting.",2,3,3,"TB","DAL","DAL",43,"11:29",7,7,"C",0,19,19,"Taunting","40151","Unnecessary Roughness","44955",NA,NA,53,"SHOTGUN","1 RB, 2 TE, 2 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"2-Man","Man"
2021090900,1267,"(11:13) T.Brady pass short right to C.Godwin to DAL 7 for 17 yards (A.Brown).",2,1,10,"TB","DAL","DAL",24,"11:13",7,7,"C",NA,17,17,NA,NA,NA,NA,NA,NA,34,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",1,"Quarters","Zone"
2021090900,1312,"(9:53) T.Brady pass short right to R.Gronkowski for 2 yards, TOUCHDOWN.",2,2,2,"TB","DAL","DAL",2,"09:53",7,7,"C",NA,2,2,NA,NA,NA,NA,NA,NA,12,"SINGLEBACK","1 RB, 1 TE, 3 WR",7,"4 DL, 2 LB, 5 DB","DESIGNED_ROLLOUT_RIGHT",1,"Cover-1","Man"
2021090900,1368,"(9:48) D.Prescott pass short right to C.Lamb to DAL 47 for 22 yards (D.White).",2,1,10,"DAL","TB","DAL",25,"09:48",14,7,"C",NA,22,22,NA,NA,NA,NA,NA,NA,35,"SINGLEBACK","2 RB, 1 TE, 2 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",1,"Cover-3","Zone"
2021090900,1392,"(9:09) (Shotgun) D.Prescott pass incomplete short left to A.Cooper. PENALTY on TB-C.Davis, Defensive Pass Interference, 14 yards, enforced at DAL 47 - No Play.",2,1,10,"DAL","TB","DAL",47,"09:09",14,7,"I",14,0,14,"Defensive Pass Interference","46132",NA,NA,NA,NA,57,"EMPTY","1 RB, 2 TE, 2 WR",6,"4 DL, 3 LB, 4 DB",NA,0,"Cover-1","Man"
2021090900,1425,"(9:04) D.Prescott pass short right to B.Jarwin pushed ob at TB 33 for 6 yards (J.Pierre-Paul). Tampa Bay challenged the pass completion ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1.)",2,1,10,"DAL","TB","TB",39,"09:04",14,7,"C",NA,6,6,NA,NA,NA,NA,NA,NA,71,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"4 DL, 3 LB, 4 DB","SCRAMBLE_ROLLOUT_RIGHT",1,"Cover-3","Zone"
2021090900,1506,"(8:16) (Shotgun) D.Prescott pass incomplete deep left to M.Gallup. PENALTY on TB-J.Dean, Defensive Holding, 5 yards, enforced at TB 25 - No Play.",2,1,10,"DAL","TB","TB",25,"08:16",14,7,"I",5,0,5,"Defensive Holding","47877",NA,NA,NA,NA,85,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB",NA,1,"Cover-3","Zone"
2021090900,1563,"(7:27) (Shotgun) D.Prescott pass short right to A.Cooper to TB 13 for 4 yards (R.Cockrell).",2,2,7,"DAL","TB","TB",17,"07:27",14,7,"C",NA,4,4,NA,NA,NA,NA,NA,NA,93,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone"
2021090900,1587,"(6:46) (Shotgun) D.Prescott pass incomplete short left to C.Lamb.",2,3,3,"DAL","TB","TB",13,"06:46",14,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,97,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man"
2021090900,1687,"(5:43) (Shotgun) D.Prescott pass incomplete deep left to C.Lamb.",2,2,8,"DAL","TB","TB",25,"05:43",14,7,"I",NA,0,0,NA,NA,NA,NA,NA,NA,85,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone"
2021090900,1726,"(5:37) (Shotgun) D.Prescott pass short middle to C.Wilson to TB 12 for 13 yards (A.Winfield).",2,3,8,"DAL","TB","TB",25,"05:37",14,7,"C",NA,13,13,NA,NA,NA,NA,NA,NA,85,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-0","Man"
2021090900,1776,"(4:25) (Shotgun) D.Prescott to TB 10 for -5 yards. FUMBLES, and recovers at TB 10. D.Prescott pass short left to A.Cooper for 5 yards, TOUCHDOWN.",2,2,3,"DAL","TB","TB",5,"04:25",14,7,"C",NA,5,5,NA,NA,NA,NA,NA,NA,105,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-0","Man"
2021090900,1918,"(3:30) (Shotgun) D.Prescott pass incomplete deep left to M.Gallup.",2,2,6,"DAL","TB","TB",17,"03:30",14,13,"I",NA,0,0,NA,NA,NA,NA,NA,NA,93,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone"
2021090900,1940,"(3:26) (Shotgun) D.Prescott pass incomplete short middle to C.Lamb (L.David).",2,3,6,"DAL","TB","TB",17,"03:26",14,13,"I",NA,0,0,NA,NA,NA,NA,NA,NA,93,"EMPTY","1 RB, 1 TE, 3 WR",5,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone"
2021090900,2008,"(3:08) (Shotgun) T.Brady pass short middle to C.Godwin to DAL 47 for 10 yards (J.Smith; J.Lewis).",2,1,10,"TB","DAL","TB",43,"03:08",14,16,"C",NA,10,10,NA,NA,NA,NA,NA,NA,67,"EMPTY","1 RB, 1 TE, 3 WR",4,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone"
2021090900,2032,"(2:45) (No Huddle, Shotgun) T.Brady pass deep right to A.Brown for 47 yards, TOUCHDOWN.",2,1,10,"TB","DAL","DAL",47,"02:45",14,16,"C",NA,47,47,NA,NA,NA,NA,NA,NA,57,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"2-Man","Man"
2021090900,2088,"(2:38) (Shotgun) D.Prescott pass short left to A.Cooper to DAL 36 for 11 yards (M.Edwards; J.Dean).",2,1,10,"DAL","TB","DAL",25,"02:38",21,16,"C",NA,11,11,NA,NA,NA,NA,NA,NA,35,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone"
2021090900,2129,"(2:00) (Shotgun) D.Prescott pass short left to M.Gallup pushed ob at DAL 44 for 8 yards (J.Dean). PENALTY on TB-J.Dean, Defensive Pass Interference, 11 yards, enforced at DAL 36 - No Play. PENALTY on TB-J.Dean, Face Mask (15 Yards), 15 yards, enforced between downs.",2,1,10,"DAL","TB","DAL",36,"02:00",21,16,"C",26,8,11,"Defensive Pass Interference","47877","Face Mask (15 Yards)","47877",NA,NA,46,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB",NA,0,"Quarters","Zone"
2021090900,2169,"(1:54) (Shotgun) D.Prescott pass short left to A.Cooper pushed ob at TB 31 for 7 yards (J.Dean).",2,1,10,"DAL","TB","TB",38,"01:54",21,16,"C",NA,7,7,NA,NA,NA,NA,NA,NA,72,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone"
2021090900,2211,"(1:50) (Shotgun) D.Prescott pass incomplete short left to M.Gallup (J.Dean).",2,2,3,"DAL","TB","TB",31,"01:50",21,16,"I",NA,0,0,NA,NA,NA,NA,NA,NA,79,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone"
2021090900,2233,"(1:43) (Shotgun) D.Prescott pass short right to C.Lamb to TB 21 for 10 yards (D.White).",2,3,3,"DAL","TB","TB",31,"01:43",21,16,"C",NA,10,10,NA,NA,NA,NA,NA,NA,79,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone"
2021090900,2257,"(1:16) (No Huddle, Shotgun) D.Prescott pass incomplete short right.",2,1,10,"DAL","TB","TB",21,"01:16",21,16,"I",NA,0,0,NA,NA,NA,NA,NA,NA,89,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone"
2021090900,2279,"(1:11) (Shotgun) D.Prescott sacked at TB 33 for -12 yards (S.Barrett).",2,2,10,"DAL","TB","TB",21,"01:11",21,16,"S",NA,-12,-12,NA,NA,NA,NA,NA,NA,89,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","SCRAMBLE",0,"Quarters","Zone"
2021090900,2298,"(:35) (No Huddle, Shotgun) D.Prescott scrambles up the middle to TB 29 for 4 yards (J.Tryon). PENALTY on DAL-C.Williams, Offensive Holding, 10 yards, enforced at TB 33 - No Play.",2,3,22,"DAL","TB","TB",33,"00:35",21,16,"R",-10,4,-10,"Offensive Holding","46119",NA,NA,NA,NA,77,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB",NA,0,"Quarters","Zone"
2021090900,2330,"(:28) (Shotgun) D.Prescott scrambles left end pushed ob at TB 42 for 1 yard (S.Barrett; W.Gholston). TB-W.Gholston was injured during the play. His return is Questionable. ",2,3,32,"DAL","TB","TB",43,"00:28",21,16,"R",NA,1,1,NA,NA,NA,NA,NA,NA,67,"EMPTY","1 RB, 1 TE, 3 WR",5,"3 DL, 3 LB, 5 DB","SCRAMBLE",0,"Quarters","Zone"
2021090900,2397,"(:15) (Shotgun) T.Brady pass incomplete deep right to G.Bernard.",2,1,10,"TB","DAL","",50,"00:15",21,16,"I",NA,0,0,NA,NA,NA,NA,NA,NA,60,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"2-Man","Man"
2021090900,2419,"(:09) (Shotgun) T.Brady pass incomplete short right to T.Johnson [M.Parsons].",2,2,10,"TB","DAL","",50,"00:09",21,16,"I",NA,0,0,NA,NA,NA,NA,NA,NA,60,"SHOTGUN","1 RB, 0 TE, 4 WR",4,"2 DL, 2 LB, 7 DB","TRADITIONAL",0,"Prevent","Other"
2021090900,2441,"(:06) (Shotgun) T.Brady pass deep right INTERCEPTED by J.Lewis at DAL -8. J.Lewis to TB 42 for 66 yards (A.Marpet).",2,3,10,"TB","DAL","",50,"00:06",21,16,"IN",NA,0,0,NA,NA,NA,NA,NA,NA,60,"SHOTGUN","1 RB, 1 TE, 3 WR",4,"2 DL, 2 LB, 7 DB","TRADITIONAL",0,"Prevent","Other"
2021090900,2530,"(14:57) (Shotgun) D.Prescott pass short left to D.Schultz to DAL 30 for 5 yards (M.Edwards). TB-M.Edwards was injured during the play. His return is Questionable. ",3,2,10,"DAL","TB","DAL",25,"14:57",21,16,"C",NA,5,5,NA,NA,NA,NA,NA,NA,35,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone"
2021090900,2554,"(14:27) (Shotgun) D.Prescott pass short right to A.Cooper pushed ob at DAL 46 for 16 yards (J.Dean) [N.Suh].",3,3,5,"DAL","TB","DAL",30,"14:27",21,16,"C",NA,16,16,NA,NA,NA,NA,NA,NA,40,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Cover-3","Zone"
2021090900,2632,"(12:44) (Shotgun) D.Prescott pass short middle to A.Cooper to TB 34 for 14 yards (A.Adams).",3,3,4,"DAL","TB","TB",48,"12:44",21,16,"C",NA,14,14,NA,NA,NA,NA,NA,NA,62,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Bracket","Other"
2021090900,2656,"(12:14) (No Huddle, Shotgun) D.Prescott pass incomplete short right to M.Gallup (C.Davis).",3,1,10,"DAL","TB","TB",34,"12:14",21,16,"I",NA,0,0,NA,NA,NA,NA,NA,NA,76,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone"
2021090900,2678,"(12:10) (Shotgun) D.Prescott pass incomplete deep middle to B.Jarwin. PENALTY on TB-A.Adams, Defensive Pass Interference, 16 yards, enforced at TB 34 - No Play.",3,2,10,"DAL","TB","TB",34,"12:10",21,16,"I",16,0,16,"Defensive Pass Interference","43757",NA,NA,NA,NA,76,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"3 DL, 3 LB, 5 DB",NA,0,"Quarters","Zone"
2021090900,2735,"(11:26) (Shotgun) D.Prescott pass short left to A.Cooper to TB 8 for 4 yards (R.Cockrell) [A.Adams].",3,2,4,"DAL","TB","TB",12,"11:26",21,16,"C",NA,4,4,NA,NA,NA,NA,NA,NA,98,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone"
2021090900,2780,"(10:32) D.Prescott pass short right to E.Elliott ran ob at TB 2 for 3 yards [S.Barrett].",3,2,5,"DAL","TB","TB",5,"10:32",21,16,"C",NA,3,3,NA,NA,NA,NA,NA,NA,105,"SINGLEBACK","1 RB, 2 TE, 2 WR",8,"4 DL, 3 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",1,"Red Zone","Other"
2021090900,2871,"(9:08) (Shotgun) T.Brady pass incomplete short left to C.Godwin.",3,1,10,"TB","DAL","TB",33,"09:08",21,19,"I",NA,0,0,NA,NA,NA,NA,NA,NA,77,"EMPTY","1 RB, 1 TE, 3 WR",4,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man"
2021090900,2893,"(9:04) (Shotgun) T.Brady pass incomplete short middle to C.Godwin.",3,2,10,"TB","DAL","TB",33,"09:04",21,19,"I",NA,0,0,NA,NA,NA,NA,NA,NA,77,"EMPTY","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone"
2021090900,2915,"(9:00) (Shotgun) T.Brady pass incomplete short right. Penalty on TB-T.Wirfs, Offensive Holding, declined.",3,3,10,"TB","DAL","TB",33,"09:00",21,19,"I",0,0,0,"Offensive Holding","52421",NA,NA,NA,NA,77,"SHOTGUN","1 RB, 1 TE, 3 WR",5,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-2","Zone"
2021090900,3014,"(8:44) D.Prescott pass deep middle intended for C.Lamb INTERCEPTED by C.Davis [J.Tryon] at 50. C.Davis to DAL 19 for 31 yards (L.Collins). Penalty on DAL-T.Pollard, Tripping, declined. PENALTY on TB-S.Barrett, Illegal Block Above the Waist, 10 yards, enforced at DAL 25.",3,1,10,"DAL","TB","DAL",25,"08:44",21,19,"IN",10,0,0,"Illegal Block Above the Waist","41915","Tripping","47911",NA,NA,35,"SINGLEBACK","1 RB, 2 TE, 2 WR",7,"4 DL, 4 LB, 3 DB","TRADITIONAL",0,"Cover-2","Zone"
2021090900,3062,"(8:31) (Shotgun) T.Brady pass deep right to R.Gronkowski to DAL 15 for 20 yards (K.Neal).",3,1,10,"TB","DAL","DAL",35,"08:31",21,19,"C",NA,20,20,NA,NA,NA,NA,NA,NA,45,"SHOTGUN","1 RB, 2 TE, 2 WR",5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man"
2021090900,3110,"(7:12) (Shotgun) T.Brady pass short left to L.Fournette to DAL 11 for 2 yards (M.Parsons).",3,2,8,"TB","DAL","DAL",13,"07:12",21,19,"C",NA,2,2,NA,NA,NA,NA,NA,NA,23,"SHOTGUN","1 RB, 2 TE, 2 WR",7,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Quarters","Zone"
2021090900,3134,"(6:28) (Shotgun) T.Brady pass short middle to R.Gronkowski for 11 yards, TOUCHDOWN [D.Wilson].",3,3,6,"TB","DAL","DAL",11,"06:28",21,19,"C",NA,11,11,NA,NA,NA,NA,NA,NA,21,"EMPTY","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-0","Man"
2021090900,3216,"(5:59) (No Huddle, Shotgun) D.Prescott pass short middle to B.Jarwin to DAL 45 for 7 yards (L.David; J.Tryon).",3,1,10,"DAL","TB","DAL",38,"05:59",28,19,"C",NA,7,7,NA,NA,NA,NA,NA,NA,48,"EMPTY","1 RB, 2 TE, 2 WR",6,"3 DL, 4 LB, 4 DB","TRADITIONAL",0,"Cover-6","Zone"
2021090900,3261,"(4:49) (Shotgun) D.Prescott pass short right to D.Schultz to TB 42 for 10 yards (J.Pierre-Paul).",3,1,10,"DAL","TB","DAL",48,"04:49",28,19,"C",NA,10,10,NA,NA,NA,NA,NA,NA,58,"EMPTY","1 RB, 2 TE, 2 WR",6,"4 DL, 3 LB, 4 DB","TRADITIONAL",0,"Cover-3","Zone"
2021090900,3306,"(3:26) (Shotgun) D.Prescott pass short right to C.Lamb to TB 33 for 9 yards (R.Cockrell).",3,2,10,"DAL","TB","TB",42,"03:26",28,19,"C",NA,9,9,NA,NA,NA,NA,NA,NA,68,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,"Cover-6","Zone"
2021090900,3330,"(2:43) D.Prescott pass short right to D.Schultz to TB 27 for 6 yards (L.David).",3,3,1,"DAL","TB","TB",33,"02:43",28,19,"C",NA,6,6,NA,NA,NA,NA,NA,NA,77,"SINGLEBACK","1 RB, 2 TE, 2 WR",8,"4 DL, 3 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",1,"Cover-1","Man"
2021090900,3364,"(2:03) (Shotgun) D.Prescott scrambles up the middle to TB 25 for 2 yards (D.White).",3,1,10,"DAL","TB","TB",27,"02:03",28,19,"R",NA,2,2,NA,NA,NA,NA,NA,NA,83,"SHOTGUN","1 RB, 2 TE, 2 WR",6,"4 DL, 3 LB, 4 DB","SCRAMBLE",0,"Cover-6","Zone"
2021090900,3406,"(:39) (Shotgun) D.Prescott pass deep right to A.Cooper for 21 yards, TOUCHDOWN.",3,3,4,"DAL","TB","TB",21,"00:39",28,19,"C",NA,21,21,NA,NA,NA,NA,NA,NA,89,"SHOTGUN","1 RB, 1 TE, 3 WR",7,"3 DL, 3 LB, 5 DB","TRADITIONAL",0,"Cover-1","Man"
2021090900,3462,"(:33) (Shotgun) T.Brady pass short left to L.Fournette pushed ob at TB 35 for 10 yards (L.Vander Esch).",3,1,10,"TB","DAL","TB",25,"00:33",28,26,"C",NA,10,10,NA,NA,NA,NA,NA,NA,85,"SHOTGUN","1 RB, 1 TE, 3 WR",6,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,"Cover-3","Zone"
